Director,Genre(s)
Jani Lachauer,"['British TV Shows', ""Kids' TV"", 'Children & Family Movies', 'Independent Movies']"
 Jakob Schuh,"['British TV Shows', ""Kids' TV""]"
Sam Mendes,"['Dramas', 'Romantic Movies']"
Fernando Frías De La Parra,"['Dramas', 'Independent Movies', 'International Movies']"
Jon Avnet,"['Dramas', 'Thrillers']"
Makarand Mane,"['Dramas', 'International Movies', 'Romantic Movies']"
Devaki Singh,"['Horror Movies', 'International Movies']"
 Luke Kenny,"['Horror Movies', 'International Movies']"
Ashok Nanda,"['Dramas', 'International Movies', 'Independent Movies']"
Amit Rai,"['Dramas', 'Independent Movies', 'International Movies']"
Ishaya Bako,"['Comedies', 'International Movies', 'Romantic Movies', 'Dramas', 'Thrillers']"
Pierfrancesco Diliberto,"['Documentaries', 'International Movies']"
Nicholas Winter,"['Action & Adventure', 'Independent Movies', 'International Movies']"
John G. Avildsen,"['Action & Adventure', 'Children & Family Movies', 'Classic Movies', 'Dramas', 'Sports Movies']"
Sylvester Stallone,"['Dramas', 'Sports Movies']"
Sylvester Stallone,"['Dramas', 'Sports Movies']"
Sylvester Stallone,"['Dramas', 'Sports Movies']"
John G. Avildsen,"['Action & Adventure', 'Children & Family Movies', 'Classic Movies', 'Dramas', 'Sports Movies']"
G.J. Echternkamp,"['Action & Adventure', 'Horror Movies', 'Sci-Fi & Fantasy', 'Documentaries', 'Music & Musicals']"
Sameh Abdulaziz,"['Comedies', 'Dramas', 'International Movies']"
Nancy Schwartzman,['Documentaries']
Mitch Dickman,['Documentaries']
Navaniat Singh,"['Dramas', 'International Movies', 'Romantic Movies', 'Action & Adventure', 'Comedies', 'Music & Musicals']"
Lenny Abrahamson,"['Dramas', 'Independent Movies']"
Matthew Atkinson,"['Comedies', 'Independent Movies']"
Max Lang,"['Children & Family Movies', 'Independent Movies']"
 Jani Lachauer,"['Children & Family Movies', 'Independent Movies']"
Shweta Basu Prasad,"['Documentaries', 'International Movies', 'Music & Musicals']"
Roman Polanski,"['Classic Movies', 'Horror Movies', 'Thrillers']"
John Dahl,"['Dramas', 'Action & Adventure']"
Jay Chandrasekhar,"['TV Comedies', 'TV Dramas', 'Action & Adventure', 'Comedies']"
Atanu Mukherjee,"['Dramas', 'Independent Movies', 'International Movies']"
R. Ellis Frazier,"['Action & Adventure', 'Independent Movies']"
Stanley Tong,"['Action & Adventure', 'Comedies', 'International Movies']"
Rob Reiner,"['Comedies', 'Dramas', 'Romantic Movies']"
Jeeva,"['Action & Adventure', 'International Movies', 'Music & Musicals']"
Garry Marshall,"['Comedies', 'Romantic Movies', 'Dramas']"
David L. Cunningham,"['Dramas', 'Romantic Movies']"
Chris Stokes,"['Comedies', 'Romantic Movies', 'Thrillers']"
Robert Vince,"['Children & Family Movies', 'Comedies', 'Music & Musicals', 'Sports Movies']"
Dave Higby,['Stand-Up Comedy']
Dharmendra Suresh Desai,"['Dramas', 'International Movies']"
Alex Infascelli,"['Documentaries', 'International Movies']"
Clark Johnson,"['Dramas', 'Independent Movies', 'Romantic Movies', 'Action & Adventure']"
Raman Kumar,"['Dramas', 'Independent Movies', 'International Movies']"
Gianfranco Rosi,"['Documentaries', 'International Movies']"
Hakan Yonat,"['Dramas', 'International Movies', 'Romantic Movies']"
Michael Seater,"['Comedies', 'Sci-Fi & Fantasy']"
Balu Mahendra,"['Dramas', 'International Movies', 'Romantic Movies']"
Ehtesham Uddin,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']"
Kireet Khurana,"['Documentaries', 'International Movies']"
 Padmakumar Narasimhamurthy,"['Documentaries', 'International Movies']"
Colin Trevorrow,"['Dramas', 'Comedies', 'Independent Movies', 'Romantic Movies']"
Pratim D. Gupta,"['Dramas', 'Independent Movies', 'International Movies']"
Nagraj Manjule,"['Dramas', 'Independent Movies', 'International Movies', 'Romantic Movies']"
Sanjay Soorkar,"['Dramas', 'International Movies', 'Music & Musicals']"
Mohamed Hamdy,"['Dramas', 'International Movies', 'Comedies', 'Action & Adventure']"
Partha Chakraborty,"['Dramas', 'International Movies']"
K. Gopinathan,"['Dramas', 'International Movies']"
Amr Arafa,"['Comedies', 'International Movies', 'Thrillers']"
Bruce MacDonald,"['Action & Adventure', 'Dramas', 'Faith & Spirituality']"
 Gabriel Sabloff,"['Action & Adventure', 'Dramas', 'Faith & Spirituality']"
Anirban Majumder,"['Children & Family Movies', 'Sports Movies']"
John Huston,"['Classic Movies', 'Documentaries']"
Rajeev Patil,"['Comedies', 'Dramas', 'International Movies']"
Raj Kapoor,"['Classic Movies', 'Dramas', 'International Movies']"
Glenn Miller,"['Children & Family Movies', 'Comedies']"
Luc Vinciguerra,['Children & Family Movies']
Gilles Paquet-Brenner,"['Dramas', 'International Movies', 'Thrillers']"
Rohit Jugraj,"['Comedies', 'Dramas', 'International Movies', 'Sports Movies', 'Music & Musicals', 'Action & Adventure']"
Rohit Jugraj,"['Comedies', 'Dramas', 'International Movies', 'Sports Movies', 'Music & Musicals', 'Action & Adventure']"
Gajendra Ahire,"['Dramas', 'International Movies', 'LGBTQ Movies', 'Independent Movies']"
Venugopan,"['Dramas', 'International Movies']"
Kamal Sahani,"['Dramas', 'Faith & Spirituality', 'International Movies']"
V. Scott Balcerek,"['Documentaries', 'Music & Musicals']"
Aditya Sarpotdar,"['Action & Adventure', 'Dramas', 'International Movies', 'Music & Musicals']"
Raj N. Sippy,"['Comedies', 'Cult Movies', 'Dramas']"
Damon Cardasis,"['Dramas', 'LGBTQ Movies']"
Jesse V. Johnson,"['Action & Adventure', 'International Movies', 'Comedies', 'Independent Movies']"
Mahmoud Karim,"['Comedies', 'International Movies', 'Children & Family Movies', 'Dramas', 'Romantic Movies']"
John Lee Hancock,"['Dramas', 'Comedies']"
Jeffrey G. Hunt,['Dramas']
Lynn Shelton,"['Comedies', 'Dramas', 'Independent Movies', 'Stand-Up Comedy']"
Kevan Peterson,['Children & Family Movies']
Dino Risi,"['Classic Movies', 'Comedies', 'Independent Movies']"
Keenen Ivory Wayans,"['Comedies', 'Horror Movies']"
Malcolm D. Lee,"['Comedies', 'Horror Movies']"
Steven Spielberg,"['Action & Adventure', 'Classic Movies', 'Dramas', 'Children & Family Movies', 'Sci-Fi & Fantasy']"
Spike Lee,"['Classic Movies', 'Comedies', 'Dramas', 'Stand-Up Comedy', 'Action & Adventure']"
Hiroshi Aoyama,['Children & Family Movies']
 Kazumi Fukushima,['Children & Family Movies']
 Jim Stenstrum,['Children & Family Movies']
Edgar Wright,"['Action & Adventure', 'Comedies', 'Cult Movies']"
Wes Craven,['Horror Movies']
Wes Craven,['Horror Movies']
John Stockwell,['Action & Adventure']
Steven Zaillian,"['Children & Family Movies', 'Classic Movies', 'Dramas']"
Malik Bendjelloul,"['Documentaries', 'International Movies', 'Music & Musicals']"
Dominic Sena,"['Action & Adventure', 'Sci-Fi & Fantasy']"
Jay Chou,"['Dramas', 'International Movies', 'Music & Musicals']"
Billy Ray,"['Dramas', 'Thrillers']"
Kasia Uscinska,"['Documentaries', 'International Movies']"
Susannah Ward,"['Documentaries', 'International Movies']"
Sam Taplin,"['Documentaries', 'International Movies']"
Kasia Uscinska,"['Documentaries', 'International Movies']"
Vicky Matthews,"['Documentaries', 'International Movies']"
Susannah Ward,"['Documentaries', 'International Movies']"
Sam Taplin,"['Documentaries', 'International Movies']"
Vicky Matthews,"['Documentaries', 'International Movies']"
Vicky Matthews,"['Documentaries', 'International Movies']"
 Gareth Sacala,"['Documentaries', 'International Movies']"
Louise Wardle,"['Documentaries', 'International Movies']"
Ozan Açıktan,"['Comedies', 'International Movies', 'Dramas', 'Romantic Movies', 'Thrillers']"
Asif Kapadia,"['Documentaries', 'International Movies', 'Music & Musicals', 'Sports Movies']"
Kenneth Müller,"['Dramas', 'Independent Movies', 'International Movies']"
Mike Gunther,['Action & Adventure']
Michael Patrick King,"['Comedies', 'Dramas', 'Romantic Movies']"
Michael Patrick King,"['Comedies', 'Dramas', 'Romantic Movies']"
Sylvie Verheyde,"['Dramas', 'International Movies', 'Romantic Movies']"
Antonio Serrano,"['Comedies', 'International Movies', 'LGBTQ Movies', 'Dramas']"
Max Martini,['Dramas']
Sudesh Manjrekar,"['Comedies', 'Dramas', 'International Movies']"
Krishna Vamshi,"['Dramas', 'International Movies', 'Thrillers']"
Dibakar Banerjee,"['Dramas', 'Independent Movies', 'International Movies', 'Horror Movies', 'Thrillers', 'Comedies']"
Gurudev Bhalla,"['Comedies', 'International Movies', 'Music & Musicals']"
Herman Yau,"['Comedies', 'International Movies', 'Dramas']"
David R. Ellis,"['Horror Movies', 'Thrillers']"
Samar Khan,"['Dramas', 'International Movies']"
Måns Mårlind,"['Action & Adventure', 'Horror Movies', 'Sci-Fi & Fantasy', 'Thrillers']"
 Björn Stein,"['Action & Adventure', 'Horror Movies', 'Sci-Fi & Fantasy', 'Thrillers']"
Guy Ritchie,"['Action & Adventure', 'Comedies', 'Independent Movies']"
Ram Gopal Varma,"['Action & Adventure', 'International Movies', 'Horror Movies', 'Thrillers', 'Dramas', 'Independent Movies']"
Raymond McGrath,['Movies']
Adele K. Thomas,['Movies']
 Richard Bailey,['Movies']
Richard Bailey,['Movies']
Jitendra Tiwari,"['Dramas', 'International Movies']"
 Pranav Singh,"['Dramas', 'International Movies']"
Destin Daniel Cretton,"['Dramas', 'Independent Movies']"
Robert Rodriguez,"['Children & Family Movies', 'Comedies', 'Action & Adventure']"
Barney Clay,"['Documentaries', 'Music & Musicals']"
Adarsh Eshwarappa,"['Dramas', 'International Movies', 'Thrillers']"
Banjong Pisanthanakun,"['Dramas', 'International Movies', 'Romantic Movies', 'Comedies', 'Horror Movies']"
 Parkpoom Wongpoom,"['Horror Movies', 'International Movies']"
Fabio Grassadonia,"['Dramas', 'International Movies', 'Thrillers']"
 Antonio Piazza,"['Dramas', 'International Movies', 'Thrillers']"
Vivek Wagh,"['Dramas', 'Independent Movies', 'International Movies']"
Timothy Woodward Jr.,"['Action & Adventure', 'Independent Movies']"
M.J. Bassett,['Horror Movies']
Jason Cohen,['Documentaries']
Anil Sharma,"['Action & Adventure', 'Dramas', 'International Movies']"
Raditya Dika,"['Comedies', 'Horror Movies', 'International Movies', 'Romantic Movies']"
Robert Kouba,"['Action & Adventure', 'Dramas', 'Sci-Fi & Fantasy']"
Dorian Fernández-Moris,"['Horror Movies', 'International Movies']"
Gregg Bishop,['Horror Movies']
Corey Grant,"['Comedies', 'Dramas', 'Romantic Movies']"
Ekachai Uekrongtham,['Action & Adventure']
Renny Harlin,"['Action & Adventure', 'Horror Movies', 'Sci-Fi & Fantasy', 'Comedies']"
Ringo Lam,"['Action & Adventure', 'International Movies']"
Fredric Lean,"['Documentaries', 'Sports Movies']"
Colin Strause,"['Action & Adventure', 'Sci-Fi & Fantasy']"
 Greg Strause,"['Action & Adventure', 'Sci-Fi & Fantasy']"
Leslye Headland,"['Comedies', 'Dramas', 'Independent Movies']"
Joe Nussbaum,"['Comedies', 'Romantic Movies']"
Billy Bob Thornton,"['Dramas', 'Independent Movies']"
Phillip Noyce,"['Action & Adventure', 'Dramas', 'Thrillers']"
John Maclean,"['Action & Adventure', 'Dramas', 'International Movies']"
Joe Dante,"['Horror Movies', 'Action & Adventure', 'Comedies', 'Sci-Fi & Fantasy']"
Noam Murro,"['British TV Shows', 'International TV Shows', 'TV Action & Adventure', 'Comedies', 'Dramas', 'Independent Movies']"
Alex Winter,['Comedies']
Fred Olen Ray,"['Action & Adventure', 'Dramas']"
Imtiaz Ali,"['Comedies', 'International Movies', 'Music & Musicals', 'Dramas', 'Romantic Movies', 'Action & Adventure']"
Jonathan Ignatius Green,['Documentaries']
Hanung Bramantyo,"['Dramas', 'International Movies', 'Romantic Movies', 'Faith & Spirituality']"
Alfonso Cuarón,"['Dramas', 'Independent Movies', 'International Movies', 'Comedies']"
Ron Howard,"['Action & Adventure', 'Dramas', 'International Movies', 'Thrillers', 'Children & Family Movies', 'Comedies', 'Sci-Fi & Fantasy']"
Ron Howard,"['Action & Adventure', 'Dramas', 'International Movies', 'Thrillers', 'Children & Family Movies', 'Comedies', 'Sci-Fi & Fantasy']"
Michael J. Bassett,"['Action & Adventure', 'International Movies', 'Sci-Fi & Fantasy']"
Ian MacAllister-McDonald,"['Dramas', 'Romantic Movies']"
Nancy Meyers,"['Comedies', 'Romantic Movies']"
Julius Avery,"['Action & Adventure', 'Dramas', 'Independent Movies']"
Jeffrey C. Bell,"['Documentaries', 'Sports Movies']"
Sean McNamara,"['Children & Family Movies', 'Comedies', 'Sci-Fi & Fantasy', 'Dramas', 'Faith & Spirituality', 'Sports Movies']"
David Allensworth,"['Horror Movies', 'Independent Movies']"
 Monière,"['Horror Movies', 'Independent Movies']"
Jerry Rothwell,"['Documentaries', 'International Movies']"
 Reuben Atlas,['Documentaries']
Sam O'Steen,"['Dramas', 'Music & Musicals']"
Dan Harris,"['Comedies', 'Dramas', 'Independent Movies']"
Mark Sloper,"['Documentaries', 'Sports Movies']"
Sam Raimi,"['Action & Adventure', 'Sci-Fi & Fantasy', 'Classic Movies', 'Cult Movies', 'Horror Movies']"
Peter Ramsey,"['Action & Adventure', 'Comedies']"
 Rodney Rothman,"['Action & Adventure', 'Comedies']"
 Bob Persichetti,"['Action & Adventure', 'Comedies']"
David Fairhead,['Documentaries']
 Anthony Palmer,['Documentaries']
Tom McCarthy,"['Dramas', 'Independent Movies']"
Harmony Korine,"['Comedies', 'Cult Movies', 'Dramas']"
Storm Saulter,"['Dramas', 'International Movies', 'Sports Movies']"
Robert Rodriguez,"['Children & Family Movies', 'Comedies', 'Action & Adventure']"
Robert Rodriguez,"['Children & Family Movies', 'Comedies', 'Action & Adventure']"
Robert Rodriguez,"['Children & Family Movies', 'Comedies', 'Action & Adventure']"
Javier Ruiz Caldera,"['Action & Adventure', 'Comedies', 'International Movies']"
Darren Lynn Bousman,"['Horror Movies', 'Independent Movies']"
Christopher Ray,['Thrillers']
Adam Alleca,['Action & Adventure']
Alison E. Rose,['Documentaries']
Rian Johnson,"['Independent Movies', 'Thrillers', 'Action & Adventure', 'Children & Family Movies', 'Sci-Fi & Fantasy']"
David Mackenzie,"['Action & Adventure', 'Dramas', 'Independent Movies', 'International Movies']"
Ola Flyum,"['Documentaries', 'International Movies']"
 David Hebditch,"['Documentaries', 'International Movies']"
Adam McKay,"['Action & Adventure', 'Comedies', 'Sports Movies']"
Wael Ihsan,"['Action & Adventure', 'Comedies', 'International Movies', 'Romantic Movies']"
Akiva Goldsman,['Horror Movies']
Arjun Gourisaria,"['Dramas', 'International Movies']"
 Moinak Biswas,"['Dramas', 'International Movies']"
Chatchai Katenut,"['Horror Movies', 'International Movies']"
 Manussa Vorasingha,"['Horror Movies', 'International Movies']"
 Tanwarin Sukkhapisit,"['Horror Movies', 'International Movies']"
 Poj Arnon,"['Horror Movies', 'International Movies']"
Jon J. Whelan,['Documentaries']
Brad Anderson,"['Crime TV Shows', 'TV Dramas', 'TV Mysteries', 'Dramas', 'Independent Movies', 'Thrillers', 'Horror Movies']"
Alex Holmes,"['Documentaries', 'International Movies', 'Sports Movies']"
Raj B. Shetty,"['Comedies', 'International Movies', 'Romantic Movies']"
James Sweeney,"['Comedies', 'Independent Movies', 'LGBTQ Movies']"
Rowan Athale,"['Dramas', 'Thrillers']"
Marc Forster,"['Children & Family Movies', 'Comedies', 'Dramas', 'Action & Adventure', 'Romantic Movies']"
Baz Luhrmann,"['Classic Movies', 'Comedies', 'Romantic Movies']"
Ester Gould,"['Documentaries', 'International Movies', 'LGBTQ Movies']"
 Reijer Zwaan,"['Documentaries', 'International Movies', 'LGBTQ Movies']"
Ivan Reitman,"['Comedies', 'Romantic Movies', 'Sci-Fi & Fantasy', 'Classic Movies', 'Cult Movies']"
Andrew Bergman,"['Comedies', 'Dramas']"
Afonso Poyart,"['Action & Adventure', 'Dramas', 'International Movies']"
Rob Minkoff,"['Children & Family Movies', 'Comedies', 'Sci-Fi & Fantasy', 'Action & Adventure']"
J.M. Berrios,"['Action & Adventure', 'Dramas']"
Stefano Sollima,"['Dramas', 'International Movies', 'Thrillers']"
Chayanop Boonprakob,"['Comedies', 'International Movies', 'Music & Musicals']"
Zakariya,"['Comedies', 'Dramas', 'International Movies']"
Benny Fredman,"['International Movies', 'Thrillers']"
Saul Dibb,"['Dramas', 'International Movies', 'Romantic Movies']"
Joseph Cross,"['Comedies', 'Dramas', 'Romantic Movies']"
Kasper Barfoed,"['Dramas', 'International Movies', 'Sports Movies']"
Partho Sen-Gupta,"['Dramas', 'Independent Movies', 'International Movies']"
Sumit Das,['Children & Family Movies']
Kevin Phillips,"['Dramas', 'Independent Movies', 'Thrillers']"
Indra Kumar,"['Comedies', 'Dramas', 'International Movies', 'Romantic Movies', 'Action & Adventure', 'Music & Musicals']"
Greg Mottola,"['Comedies', 'Cult Movies']"
Gordon Parks,"['Action & Adventure', 'Classic Movies', 'Dramas']"
Bryan Singer,"['Action & Adventure', 'Sci-Fi & Fantasy']"
Bruce McCulloch,['Comedies']
Angga Dwimas Sasongko,"['Dramas', 'International Movies', 'Romantic Movies', 'Sports Movies']"
Matthew Cooke,['Documentaries']
Anthony Caronna,"['Documentaries', 'LGBTQ Movies']"
 Alexander Smith,"['Documentaries', 'LGBTQ Movies']"
Matt Wechsler,['Documentaries']
Basu Chatterjee,"['Comedies', 'Dramas', 'Independent Movies', 'International Movies']"
Tim Burton,"['Comedies', 'Cult Movies', 'Sci-Fi & Fantasy', 'Children & Family Movies', 'Dramas', 'Horror Movies', 'Music & Musicals']"
Jamie M. Dagg,"['Dramas', 'Independent Movies', 'Thrillers']"
Dan Kwan,"['Comedies', 'Dramas', 'Independent Movies']"
 Daniel Scheinert,"['Comedies', 'Dramas', 'Independent Movies']"
Derek Yee,"['Action & Adventure', 'Dramas', 'International Movies']"
Cheh Chang,"['Action & Adventure', 'International Movies', 'Cult Movies']"
Subhash Ghai,"['Action & Adventure', 'Dramas', 'International Movies', 'Romantic Movies', 'Music & Musicals']"
Santosh Sivan,"['Action & Adventure', 'Dramas', 'International Movies']"
Michael Dowse,"['Action & Adventure', 'Comedies', 'Sports Movies', 'Romantic Movies']"
Navneet Behal,"['Action & Adventure', 'International Movies', 'Romantic Movies']"
Julien Seri,"['International Movies', 'Thrillers']"
Chris Buck,"['Children & Family Movies', 'Comedies', 'Sports Movies']"
 Kevin Lima,['Children & Family Movies']
Brian Smith,['Children & Family Movies']
Sameh Abdulaziz,"['Comedies', 'Dramas', 'International Movies']"
